微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
IqI58tmnz,爱信阳,男,河南,1357,194138,爱信阳:#信阳生活# 【#新华微评# 向逆行的“白衣天使”致敬】每逢危难关头，总有一些身影逆行而进。面对新型冠状病毒感染的肺炎疫情，大批医务工作者义无反顾奔赴防疫最前线，勇气与担当令人肃然起敬。他们是勇斗病魔的“无畏战士”，是带给病人信心与希望的“白衣天使”。在最危险时刻挺身而出，他们的健康与安全，同样牵动着人们的心弦。向坚守在防控疫情一线的医务工作者致敬！请多多保重，期待你们平安凯旋！（新华视点） http://t.cn/RJhY42M 显示地图 原图 ,http://t.cn/RJhY42M,2020-01-22 22:21,HUAWEI Mate 9,0,0,0,无
IqI54A22V,每天都想着吃的Koala,女,上海,29,16,每天都想着吃的Koala:本来开开心心的回家过年，没想到发生了这样的事！会生气为什么还会发生这样的事，也会心慌害怕，看到确诊人数的增加，以及探亲、出行、回乡带来的病情扩散也会难受，和家人商量取消了一些拜年聚会，退订了之前饭店的年夜饭，不敢出门，吃东西前必洗手！希望疫情快点控制住，各位医护人员在前线战斗的同时也要保护好自己🙏 ,无,2020-01-22 22:21,iPhone客户端,3,0,0,无
IqI538WyD,吠吠2011,女,北京,445,213,吠吠2011:昨天下午从武汉回到云梦，公公婆婆今天一大早就去超市采购，我提醒说最近新型冠状病毒传播比较厉害，让他们尽量不要去人多的地方，感觉他们根本不重视，婆婆只口头上说汉口偷上说好好，结果中午就跑出去跟亲戚打麻将，晚上几家人聚到老公二伯家吃年饭，吃完饭我说现在武汉周边很多城市包括孝感都用病例了，云梦很有可能也有只是医疗条件限制暂时没有确诊或者还是潜伏期，毕竟过年人员流动大从武汉回来的人多，劝他们打牌还是要注意点，最好早点回家不要出去，结果公公根本就不回，婆婆回家不到5分钟就找借口跑出去又打上麻将了到现在还没回，之前还在说前段时间做的小手术没休息好腰疼得厉害，结果有机会打麻将就顾不了那么多了，管他腰疼还是冠状病毒呢，统统不管麻将比命重要。看这架势，春节这几天他们是准备日夜不停大干一场了，平时在武汉没机会打。我今天在家办公上班，上午让老公去买口罩，他跑了4家药店都说没有，晚上我说说不定人家进货了呢，老公再去还说没买到，药店http://t.cn/A6vsT5Su ，提醒他明天一定早点买。我跟老公说让他跟他爸妈说少在外面打麻将，现在疫情这么严峻，老年人一旦感染可能会丟命，再说她妈老说腰疼，应该趁这几天好好休息下，谁想他也不太重视，怪我瞎说咒他父母，让我不要管他们。我真的是无语了。 ,无,2020-01-22 22:21,OPPO Find X,0,0,0,无
IqI50uc9B,一坨八喵呀,女,浙江,304,3473,一坨八喵呀:我爹从武汉出差回来了，被我妈和我强烈要求进了整理好的后院屋子隔离。今天小舅还说没啥事的，结果公司年会上有个从武汉回来的同事被隔离了，但那位同事出事前还不以为意竟然来参加年会，我cnm，感觉这次真的太严重了吧，发生在自己身边。希望大家有任何家人朋友从武汉回来的都别让他乱跑，到家直接隔离一个礼拜观察，我妈和我简直如临大敌，连家都没让他进，东西也不让摸，吃的都是送到院子里然后我爸自己出来拿，我和我妈就隔着前屋的玻璃窗看看。虽然可怜又委屈，但只有每个人都这么对待从武汉回来的人，隔离观察一段日子再放出来，疫情才会更小几率在别的地区蔓延开吧。过年期间我们取消了所有的外出和年夜饭，小舅也不见了，连带着和小舅住一起的外公外婆也没办法见，惜命一家人虽然家族群说我和我妈太恐慌了，不要紧张。但我还是记得那句话。“比恐慌更致命的，是轻慢。” ,无,2020-01-22 22:21,会游泳的iPhone X,41,0,22,无
IqI4SdiJj,1018陕广新闻,男,陕西,2139,124161,1018陕广新闻:【#武汉要求全市在公共场合佩戴口罩#】22日，武汉市政府发布通告，#武汉公共场所实施佩戴口罩控制措施#。各公共场所经营者应当要求进入其场所的顾客佩戴口罩后方可进入其经营的公共场所，并在场所入口处设置醒目、清晰的佩戴口單的提示；对未佩戴口罩进入场所者应当予以劝阻，对不听劝阻的人员，由各相关主管部门按照各自职责依法处理。构成违反治安管理行为的，由公安机关依法予以处罚；构成犯罪的，依法追究刑事责任。#武汉对进出城车辆及人员实施疫情排查# ,无,2020-01-22 22:20,无,2,1,0,无
IqI4P0Erp,股市女人,女,其他,189,573925,股市女人:刚刚过去了十几个小时，确诊肺炎患病人群范围已扩大到全国，目前全国患病人数还在上涨，协和同济医院医生签下请战书。他们和火场逆行的消防人员，抗击洪水的战士，汶川地震的志愿者一样奋战在一线。总有这样的职业不仅是做一份工作，在严峻的考验面前，把个人的生命安危置之度外。万众一心，众志成城。这两天我又想到了许多中国人民共同面对的那些危急时刻，我相信我们一定可以度过难关，虽然这需要时间，希望这样的时间能够尽量缩短。很多人因为这场疫情改变了春节出行游玩计划，我们能做到的就是从自身做起。#全国已确诊473例新型肺炎病例# [组图共3张] 原图 ,无,2020-01-22 22:20,无,54,8,18,无
IqI4z2qTL,谭浩俊微财经,男,江苏,268,356719,谭浩俊微财经:#武汉对进出城车辆及人员实施疫情排查#1月22日，记者从武汉市新型冠状病毒感染的肺炎疫情防控指挥部获悉，为有效应对新型冠状病毒感染的肺炎疫情，武汉市决定即日（22日）起全市启动进出城道口重大疫情排查防控工作，依法依规对过往车辆及人员实施疫情排查防控。市指挥部要求各区依托全市公安检查站设置疫情检测点，严格筛查检测，坚决防止疫情输出扩散风险。（长江日报）http://t.cn/A6vsxFyq评论：早该如此了，如果这项工作能够早点启动，很多患者就可能不会跑到其他地区，给其他地区也带去新型肺炎病菌，造成这些地方的恐慌。同时，也可以节省很多预防成本。所以，武汉的行动确实迟缓了一点。 ,无,2020-01-22 22:20,HUAWEI Mate 10 Pro,2,1,0,无
IqI4wCyu5,whwhwh加油,女,其他,18,1,whwhwh加油:03年非典，起源于广东，爆发在北京！当年的武汉人民没有怨天尤人，没有歧视任何中国人，武汉的医疗工作者星夜驰援北京。98年洪水，08年地震，武汉人民严防死守，援助汶川，从没有畏手畏脚！       如今武汉遭遇疫情且逢春节临近，微博，头条，朋友圈各路媒体群起而攻，要武汉封城，让武汉人不要到处流窜，回武汉过年的遭到谴责，出武汉探亲的遭到歧视！武汉人民保持着最大的克制响应政府号召，足不出户！务工回来人员能不回来的就不回来！岂不知：好言一句三冬暖，恶语伤人六月寒！祈愿在这场看不见硝烟的战场上，全国人民携手武汉共度难关！特别是战斗在一线医疗人员，日以继夜，不休不眠在抵抗病毒，让人动容，值得点赞👍🏽 ,无,2020-01-22 22:20,iPhone客户端,0,1,0,无
IqI4uiPaZ,东营共青团,男,山东,246,41272,东营共青团:【#新型冠状病毒肺炎乙类甲管什么意思#？国家卫健委解读】乙类甲管，即乙类传染病按照甲类传染病的预防控制措施进行管理，这意味着各地、各部门和各级各类医疗卫生机构可以依法采取发热病人筛查、确诊和疑似病例的隔离治疗、密切接触者隔离医学观察，以及其他更加严格的防控措施，有效控制疫情扩散蔓延。 #世界卫生组织专家组赴武汉市考察# http://t.cn/A6vkRGyW http://t.cn/A6vksZvd ,无,2020-01-22 22:19,HUAWEI P20 Pro,10,1,0,无
IqI4fuN8P,大美文子w,女,北京,204,47,大美文子w:#中国有信心打赢新型肺炎疫情攻坚战#希望可以跟非一线城市和农村普及 快过年了 拜年串亲太频繁 赶集逛商场的都没停 本来已经跟爸爸妈妈劝好让她们戴口罩 结果一出门发现大街上全都没戴就又放松了 我自己也不敢多说了 希望政府可以集中提醒一下中国加油💪武汉加油 希望大家都做好防控 没事别出门 减少感染机会 我们老百姓要做的就是先把自己管好 减少人员流动 也是给国家疫情防治贡献力量 加油 ,无,2020-01-22 22:19,iPhone客户端,0,0,0,无
IqI3r11l8,益洞察,女,其他,64,20,益洞察:北京已有多例新型冠状病毒感染的肺炎确认病例，这份调研需要你们的帮助。复旦大学新闻学院传播与数据科学实验室联合益普索，希望了解公众对于这次新型肺炎疫情的感受和看法。请点击链接，协助我们完成一份调研问卷👉http://t.cn/A6vsYL5W参与调查是匿名和自愿的，您的回答仅作为公众健康方面的学术研究使用。问卷中不会涉及姓名或其他隐私问题，所有问题均没有对错之分，请按照您的实际情况认真回答，十分感谢！#北京[超话]# [组图共3张] 原图 ,无,2020-01-22 22:17,北京超话,0,0,0,无
IqI3nottY,酒仙己师芝201501,男,湖北,94,35,酒仙己师芝201501:每逢危难关头，总有一些身影逆行而进。面对新型冠状病毒感染的肺炎疫情，大批医务工作者义无反顾奔赴防疫最前线，勇气与担当令人肃然起敬。他们是勇斗病魔的“无畏战士”，是带给病人信心与希望的“白衣天使”。在最危险时刻挺身而出，他们的健康与安全，同样牵动着人们的心弦。向坚守在防控疫情一线的医务工作者致敬！请多多保重，期待你们平安凯旋！ 原图 ,无,2020-01-22 22:17,iPhone客户端,0,0,0,无
IqI2WgvUf,湖北之声,男,湖北,592,1012756,湖北之声:【武汉市一天内新增新型冠状病毒感染的肺炎病例105例 】#新型冠状病毒感染的肺炎疫情防控工作# #新型肺炎疫情最新汇总# 1月22日22点，湖北省政府新闻办举行新型冠状病毒感染的肺炎疫情防控工作新闻发布会。会上，武汉市副市长 陈邂馨透露：截至22日0点，武汉市累计报告新型冠状病毒感染的肺炎病例363例，已治愈28例，死亡9例，其中新增病例105例，新增出院病例3例，新增死亡病例3例。（湖北之声记者金若涵 刘成璐） [组图共2张] 原图 ,无,2020-01-22 22:16,iPhone客户端,2,1,3,无
IqI2UtTKy,王班班,女,江苏,439,621,王班班:#新型冠状病毒肺炎纳入法定传染病# 大家都在防治疫情，之前也曾接触过武汉回来的人，为了安全起见，决定取消全家春节旅行计划，所以我在携程上取消了所有春节期间的订单，包括机票酒店等。万万没想到珠海行程中阿帕门酒店公寓竟然不可取消，联系携程，携程说是酒店拒绝，联系酒店，酒店说钱都在携程，他们没有权限取消，如此来回了三四次，当然客服态度可好了，全程都是不好意思不好意思，这样的不好意思有什么用，这就是一个企业的担当吗？！有没有遇到过这种情况的网友，支支招，谢谢（因为原定是全家旅行，我弟也携程定了相同酒店，现在也无法取消订单） 原图 ,无,2020-01-22 22:16,iPhone客户端,0,1,1,无
IqI2G1wRw,笑笑要瘦下来,女,浙江,1269,194,笑笑要瘦下来:#中国有信心打赢新型肺炎疫情攻坚战#这是2020年的第22天，诸事起发，但是请相信。澳大利亚山火一定会熄灭，生态系统动物种群会逐渐恢复，在人们的帮助下受伤的动物会康复，烧毁的家园会重建，新型病毒会被医生抑制，病人会康复痊愈，医生老师军人能被众人谅解，所有的恶人都会受到法律的制裁。两天后万家团圆的除夕夜，会带着希望开启新年。 ,无,2020-01-22 22:15,HUAWEI P30,159,5,5,无
IqI2oyuLh,养生经济,男,北京,3740,359027,养生经济:#养生经济[超话]##养生经济# 《钟南山：已对疫情做最坏打算 武汉病患数量无任何隐瞒》国家卫健委高级别专家组组长、中国工程院钟南山院士接受采访表示：我经历过了整个SARS、MERS到H7N9病毒，我们常站在预防病毒变得更坏的角度去采取措施，我确认武汉和广东省报的病患数量没有任何隐瞒，非http://t.cn/A6vsjyNS#武汉成立疫情防控指挥部##武汉新型肺炎患者救治均由政府买单##广东新增3例确诊新型肺炎病例##武汉15名医务人员感染新型冠状病毒# ,无,2020-01-22 22:14,养生经济超话,2,0,1,无
IqI2lkHwL,脆脆鱼豆腐汤,女,广东,399,95,脆脆鱼豆腐汤:整个城市的空气都像病了，疫情新闻让人感觉好像所有去过武汉的人都会感染一样，朋友圈的状态量超过了以往的好几倍；大家都在重复着一些图片与链接，有些还有延迟效应，于是慢慢演变成了地图炮。口罩成了当下最紧缺的资源，于是公司开始狂蹭热度：上市生物、医药企业开始发公告说自己研制出了检测试剂，电商说自己口罩不涨价并且平台有货。好像无论好事坏事都有他们，谁让他们霸占了媒体资源位呢。想想2002年的那场风波，主要信息渠道还主要集中在在官媒。企业直接触达个体C的渠道不像这么快速与通畅，货物囤积的价值增值也没有现在这么快。大家心里波动感还不那么强烈。昨天看了华科同济医院志愿者招募已满的消息，很感动，但是实在不喜欢这种无偿的牺牲，社会就该给这些人更多的资源与关注度。整个事件中心的武汉人呢，五年精心筹办的军运会无人知晓，反而一个病毒让大家置身于焦点中间，难得的c位让大家慌忙不知所措，刚开始反而有点得瑟，随着事态的发展发现舆论风向从关注变成了责备，于是大家开始护卫这座城市。不管怎么样，吃野味也好，事态反应迟钝也好，这毕竟是个受害的城市，以及受害的人们。给其他地方的人带来的也许只是恐慌，但是对于这里的人却是可能像98年洪水一样的伤痛的记忆了。整个武汉的空气好像病了，我好像也病了。 ,无,2020-01-22 22:14,无,2,0,0,无
